#ccds	RefSeq	UniProtKB
CCDS2.2	NP_689699.2	Q96NU1-3
CCDS9391.1	NP_001337568.1	Q8IV20
CCDS9391.1	NP_001337569.1	Q8IV20
CCDS9391.1	NP_001337570.1	Q8IV20
CCDS9391.1	NP_001337571.1	Q8IV20
CCDS9391.1	NP_694950.2	Q8IV20
CCDS9392.1	NP_006013.1	Q15714-2
CCDS9393.1	NP_036477.2	Q9UHK0
CCDS9394.1	NP_001303880.1	Q8IXQ4-1
CCDS9394.1	NP_061029.2	Q8IXQ4-1
CCDS9395.1	NP_004119.1	P13984
CCDS9396.1	NP_940686.2	Q8WVF5
CCDS9397.1	NP_003286.1	P13693-1
CCDS9398.1	NP_113619.2	Q96JB2-1
CCDS9399.1	NP_689932.1	Q8NA61-1
CCDS9400.1	NP_055885.3	Q5T200-2
CCDS9401.1	NP_001863.3	Q96IY4-1
CCDS9403.1	NP_002289.2	P13796-1
CCDS9404.1	NP_001975.1	P10768
CCDS9405.1	NP_000612.1	P28223-1
CCDS9406.1	NP_003841.1	Q9P2R7-1
CCDS9407.1	NP_060753.1	Q9NV35
CCDS9408.1	NP_054885.1	Q9NPJ6-1
CCDS9409.1	NP_068839.1	Q9Y287-1
CCDS9410.1	NP_001155969.1	P43657
CCDS9410.1	NP_001155970.1	P43657
CCDS9410.1	NP_005758.2	P43657
CCDS9411.1	NP_001259.1	O95199-1
CCDS9411.1	NP_001339353.1	O95199-1
CCDS9411.1	NP_001339354.1	O95199-1
CCDS9412.1	NP_001295394.1	Q9NS75
CCDS9412.1	NP_001295396.1	Q9NS75
CCDS9412.1	NP_001295397.1	Q9NS75
CCDS9412.1	NP_001295398.1	Q9NS75
CCDS9412.1	NP_001295399.1	Q9NS75
CCDS9412.1	NP_001295400.1	Q9NS75
CCDS9412.1	NP_001295405.1	Q9NS75
CCDS9412.1	NP_065110.1	Q9NS75
CCDS9413.2	NP_055738.3	Q9Y2H6-2
CCDS9414.1	NP_001498.1	O43193-1
CCDS9415.1	NP_112173.1	Q9BWV3-1
CCDS9416.2	NP_001073138.1	Q9H9S4
CCDS9416.2	NP_001274266.1	Q9H9S4
CCDS9416.2	NP_001274267.1	Q9H9S4
CCDS9416.2	NP_001274268.1	Q9H9S4
CCDS9416.2	NP_112187.2	Q9H9S4
CCDS9417.1	NP_114121.2	Q96T68-1
CCDS9418.1	NP_001339429.1	Q8NDN9-1
CCDS9418.1	NP_001339430.1	Q8NDN9-1
CCDS9418.1	NP_001339431.1	Q8NDN9-1
CCDS9418.1	NP_001339432.1	Q8NDN9-1
CCDS9418.1	NP_060661.3	Q8NDN9-1
CCDS9419.1	NP_612459.1	Q969Q4
CCDS9420.1	NP_115954.1	Q9BY08-1
CCDS9421.1	NP_002258.2	O00505
CCDS9422.1	NP_065189.1	Q5W111-1
CCDS9423.1	NP_005789.2	O60858-1
CCDS9423.1	NP_434698.1	O60858-1
CCDS9423.1	NP_998755.1	O60858-1
CCDS9424.1	NP_775876.1	Q8N5I3-1
CCDS9425.1	NP_078846.2	Q5TBB1-1
CCDS9427.1	NP_659456.3	Q86V42-2
CCDS9428.1	NP_036273.1	Q9UL03-1
CCDS9429.1	NP_443182.1	Q96P53
CCDS9430.1	NP_078981.1	A0PJE2-2
CCDS9431.1	NP_001333004.1	Q6NSX1
CCDS9431.1	NP_112580.2	Q6NSX1
CCDS9432.1	NP_061146.1	Q9NS62-1
CCDS9433.1	NP_954872.1	Q9NS62-2
CCDS9434.1	NP_057159.2	Q86VN1-1
CCDS9435.1	NP_060674.3	Q8WWK9-5
CCDS9436.1	NP_006695.1	Q9Y2Z0-2
CCDS9437.1	NP_008946.1	O75829-1
CCDS9438.1	NP_002581.2	O95206-1
CCDS9439.1	NP_116567.1	O95206-2
CCDS9440.1	NP_006409.3	Q6UX06
CCDS9441.1	NP_001139543.1	Q9H7E2-1
CCDS9441.1	NP_110421.1	Q9H7E2-1
CCDS9442.2	NP_073754.2	Q8N6Y1
CCDS9443.1	NP_065136.1	Q9HC56-2
CCDS9444.1	NP_982354.1	Q9HC56-1
CCDS9445.1	NP_065917.1	Q9NR64
CCDS9447.1	NP_055768.3	Q9Y2L1-1
CCDS9448.1	NP_001721.2	Q13887-1
CCDS9449.1	NP_009180.3	Q9Y4X4-1
CCDS9451.1	NP_987091.1	Q7Z4G1-1
CCDS9452.1	NP_987093.1	Q7Z4G1-2
CCDS9453.1	NP_005993.1	P15374
CCDS9454.1	NP_005349.3	Q8WWI1-3
CCDS9455.1	NP_612453.1	Q96CX2
CCDS9457.1	NP_036290.1	Q9UKT7
CCDS9458.1	NP_003834.3	O95171-2
CCDS9459.1	NP_659001.2	O95171-1
CCDS9460.1	NP_653196.1	Q8ND83-2
CCDS9461.1	NP_000106.1	P24530-1
CCDS9461.1	NP_001116131.1	P24530-1
CCDS9462.1	NP_071401.3	Q5T8P6-3
CCDS9463.1	NP_001305465.1	O43597
CCDS9463.1	NP_001305466.1	O43597
CCDS9463.1	NP_001305467.1	O43597
CCDS9463.1	NP_005833.1	O43597
CCDS9464.1	NP_001268432.1	Q96PX8
CCDS9464.1	NP_443142.1	Q96PX8
CCDS9465.1	NP_056382.1	O94991-1
CCDS9468.1	NP_004457.1	P78333
CCDS9469.1	NP_005699.1	Q9Y625
CCDS9470.1	NP_001913.2	P40126-1
CCDS9471.1	NP_055120.1	O95455
CCDS9472.1	NP_851320.1	Q86V85
CCDS9473.1	NP_009015.1	Q9Y651
CCDS9474.1	NP_005836.2	O15439-1
CCDS9475.1	NP_878268.1	P78369-2
CCDS9476.1	NP_008915.1	P78369-1
CCDS9477.1	NP_055749.1	Q86YF9-2
CCDS9478.1	NP_945319.1	Q86YF9-1
CCDS9479.1	NP_006251.1	Q13217
CCDS9480.1	NP_064506.3	Q9NYU1-1
CCDS9481.1	NP_703157.2	Q8IZP7
CCDS9482.1	NP_001333123.1	Q96P68
CCDS9482.1	NP_001333124.1	Q96P68
CCDS9482.1	NP_001333125.1	Q96P68
CCDS9482.1	NP_001333126.1	Q96P68
CCDS9482.1	NP_543008.3	Q96P68
CCDS9483.1	NP_997187.1	Q5VZF2-3
CCDS9484.1	NP_659002.1	Q5VZF2-2
CCDS9485.1	NP_066361.1	P10114
CCDS9486.1	NP_849192.1	Q8IZP6
CCDS9487.1	NP_005757.1	Q9Y4F1-1
CCDS9488.1	NP_003567.2	Q9Y6E0-1
CCDS9489.1	NP_005064.1	P46059
CCDS9490.1	NP_808882.1	Q8NBM4-2
CCDS9491.1	NP_001091670.1	Q14330
CCDS9491.1	NP_005283.1	Q14330
CCDS9492.1	NP_004942.1	P32249
CCDS9493.1	NP_004791.1	Q99805
CCDS9494.2	NP_149123.2	Q96T25
CCDS9495.1	NP_009060.2	O95409
CCDS9496.2	NP_000273.2	P05165-1
CCDS9497.2	NP_116202.2	Q5T4D3-3
CCDS9498.1	NP_001337678.1	Q8IZF0-1
CCDS9498.1	NP_443099.1	Q8IZF0-1
CCDS9499.1	NP_004782.1	O95965-1
CCDS9500.1	NP_787125.1	Q92915-2
CCDS9501.1	NP_004106.1	Q92915-1
CCDS9502.1	NP_003282.2	P29144
CCDS9503.2	NP_620134.3	Q5JUR7-1
CCDS9504.1	NP_076994.2	Q6UW63
CCDS9505.1	NP_060163.2	Q86UB2-1
CCDS9506.1	NP_000443.1	Q12908
CCDS9507.1	NP_004084.1	P52799
CCDS9508.1	NP_001091738.1	P49917
CCDS9508.1	NP_001339527.1	P49917
CCDS9508.1	NP_001339528.1	P49917
CCDS9508.1	NP_001339529.1	P49917
CCDS9508.1	NP_001339530.1	P49917
CCDS9508.1	NP_001339531.1	P49917
CCDS9508.1	NP_001339532.1	P49917
CCDS9508.1	NP_002303.2	P49917
CCDS9508.1	NP_996820.1	P49917
CCDS9509.1	NP_006564.1	Q9Y275-1
CCDS9510.1	NP_003740.2	Q9Y4H2
CCDS9511.1	NP_001836.3	P02462-1
CCDS9512.1	NP_060287.1	Q9NX57
CCDS9513.1	NP_060680.2	Q8IW45-2
CCDS9514.1	NP_078813.1	Q9HA77
CCDS9515.1	NP_937860.1	Q9UK53-4
CCDS9516.1	NP_937862.1	Q9UK53-2
CCDS9517.1	NP_005528.4	Q9UK53-1
CCDS9518.1	NP_937861.1	Q9UK53-3
CCDS9520.1	NP_060134.2	Q9NXR5-1
CCDS9521.1	NP_001106985.1	Q14155-1
CCDS9521.1	NP_001307780.1	Q14155-1
CCDS9521.1	NP_001340981.1	Q14155-1
CCDS9521.1	NP_001340982.1	Q14155-1
CCDS9521.1	NP_003890.1	Q14155-1
CCDS9522.1	NP_689537.1	Q8N6K0
CCDS9523.1	NP_005977.2	O00570
CCDS9524.1	NP_660291.2	Q96KW9
CCDS9525.1	NP_006313.1	Q96CW5-1
CCDS9527.3	NP_079255.4	O15068-10
CCDS9528.1	NP_000122.1	P08709-1
CCDS9529.1	NP_062562.1	P08709-2
CCDS9530.1	NP_000495.1	P00742
CCDS9531.1	NP_003882.1	P22891-1
CCDS9532.2	NP_001120674.1	Q5JVF3-1
CCDS9532.2	NP_001120675.1	Q5JVF3-1
CCDS9532.2	NP_060856.2	Q5JVF3-1
CCDS9533.1	NP_001265442.1	Q13619-2
CCDS9533.1	NP_001341867.1	Q13619-2
CCDS9533.1	NP_001341868.1	Q13619-2
CCDS9533.1	NP_001341869.1	Q13619-2
CCDS9533.1	NP_003580.1	Q13619-2
CCDS9534.2	NP_078995.2	Q5TC63-1
CCDS9535.1	NP_612439.2	Q8NDY3-1
CCDS9536.1	NP_954631.1	Q8NDY3-2
CCDS9537.1	NP_060375.4	Q6UWJ1-1
CCDS9538.1	NP_009042.1	Q14186-1
CCDS9539.1	NP_000696.1	P51164
CCDS9542.2	NP_001072113.1	Q13042-1
CCDS9542.2	NP_003894.3	Q13042-1
CCDS9543.1	NP_075387.1	Q9H1J1-1
CCDS9544.1	NP_542418.1	Q9H1J1-2
CCDS9545.1	NP_001157616.1	Q96JM3
CCDS9545.1	NP_001157617.1	Q96JM3
CCDS9545.1	NP_115812.1	Q96JM3
CCDS9546.1	NP_612385.2	Q8N0Z6
CCDS9547.1	NP_067001.3	Q9NPC3
CCDS9547.1	NP_878269.1	Q9NPC3
CCDS9547.1	NP_878272.1	Q9NPC3
CCDS9548.1	NP_009041.2	Q99973-1
CCDS9549.1	NP_060277.1	Q9NPF4
CCDS9550.1	NP_001231178.1	P27695
CCDS9550.1	NP_001632.2	P27695
CCDS9550.1	NP_542379.1	P27695
CCDS9550.1	NP_542380.1	P27695
CCDS9551.1	NP_653169.2	Q86T03-1
CCDS9552.1	NP_000261.2	P00491
CCDS9553.1	NP_660293.1	Q8TAA1
CCDS9554.1	NP_001091046.1	P03950
CCDS9554.1	NP_001136.1	P03950
CCDS9555.1	NP_001269121.1	P34096
CCDS9555.1	NP_001269122.1	P34096
CCDS9555.1	NP_002928.1	P34096
CCDS9555.1	NP_919412.1	P34096
CCDS9556.1	NP_006674.2	Q14507
CCDS9557.1	NP_071755.1	P56851
CCDS9558.1	NP_005606.1	Q93091
CCDS9559.1	NP_002924.1	P07998
CCDS9559.1	NP_937875.1	P07998
CCDS9559.1	NP_937877.1	P07998
CCDS9559.1	NP_937878.1	P07998
CCDS9560.1	NP_002926.2	P12724
CCDS9561.1	NP_002925.1	P10153
CCDS9562.1	NP_073571.1	Q9H7H0-1
CCDS9563.1	NP_055394.2	Q9NP94-1
CCDS9564.1	NP_001269142.1	Q9UN36-2
CCDS9564.1	NP_001269143.1	Q9UN36-2
CCDS9564.1	NP_001341490.1	Q9UN36-2
CCDS9564.1	NP_001341497.1	Q9UN36-2
CCDS9564.1	NP_001341498.1	Q9UN36-2
CCDS9564.1	NP_057334.1	Q9UN36-2
CCDS9564.1	NP_963294.1	Q9UN36-2
CCDS9564.1	NP_963832.1	Q9UN36-2
CCDS9564.1	NP_963835.1	Q9UN36-2
CCDS9565.1	NP_001307258.1	Q9UN36-1
CCDS9565.1	NP_001341488.1	Q9UN36-1
CCDS9565.1	NP_001341491.1	Q9UN36-1
CCDS9565.1	NP_001341494.1	Q9UN36-1
CCDS9565.1	NP_001341495.1	Q9UN36-1
CCDS9565.1	NP_001341496.1	Q9UN36-1
CCDS9565.1	NP_001341499.1	Q9UN36-1
CCDS9565.1	NP_963293.1	Q9UN36-1
CCDS9565.1	NP_963831.1	Q9UN36-1
CCDS9565.1	NP_963833.1	Q9UN36-1
CCDS9565.1	NP_963834.1	Q9UN36-1
CCDS9566.1	NP_776245.2	P59282
CCDS9567.1	NP_612204.1	Q8TDE3
CCDS9568.1	NP_001095142.1	Q9P2Y4
CCDS9568.1	NP_001095924.1	Q9P2Y4
CCDS9568.1	NP_057507.2	Q9P2Y4
CCDS9569.1	NP_009123.1	Q9Y5B9
CCDS9570.1	NP_116235.2	Q8WUD1-1
CCDS9571.1	NP_001335.1	P61803
CCDS9572.1	NP_071343.2	Q8TB40-1
CCDS9574.1	NP_001119577.1	Q9UM01
CCDS9574.1	NP_001119578.1	Q9UM01
CCDS9575.1	NP_851313.1	Q86TS9-3
CCDS9576.1	NP_851824.1	Q86TS9-4
CCDS9577.1	NP_004986.1	P50281
CCDS9578.1	NP_054764.2	Q7Z4F1-1
CCDS9579.1	NP_006100.2	O14744-1
CCDS9580.1	NP_001159741.1	Q9H6D7-1
CCDS9580.1	NP_060285.2	Q9H6D7-1
CCDS9581.1	NP_116265.1	Q96IF1-1
CCDS9582.1	NP_932352.1	Q96IF1-2
CCDS9583.1	NP_001124178.1	Q9H972-1
CCDS9583.1	NP_001124180.1	Q9H972-1
CCDS9583.1	NP_068763.2	Q9H972-1
CCDS9584.1	NP_002788.1	P28074-1
CCDS9585.1	NP_071923.2	Q86UP0-1
CCDS9586.1	NP_659422.2	Q86UP0-2
CCDS9587.1	NP_055792.1	Q9UKV3-1
CCDS9588.1	NP_060394.1	Q9NWQ9
CCDS9589.1	NP_001796.2	Q15744
CCDS9590.1	NP_036376.2	Q9UHI5-1
CCDS9592.1	NP_004634.1	Q86U42-1
CCDS9593.1	NP_065105.2	Q8WUG5-1
CCDS9594.2	NP_057693.3	Q8WUG5-2
CCDS9595.1	NP_005855.1	O43281-1
CCDS9596.1	NP_115835.1	O43281-2
CCDS9597.1	NP_073626.1	Q9H293-1
CCDS9598.1	NP_612469.1	Q96DZ9-2
CCDS9600.1	NP_002462.2	P13533
CCDS9601.1	NP_000248.2	P12883
CCDS9602.1	NP_003908.1	O75843
CCDS9603.1	NP_001139500.1	Q96JJ6
CCDS9603.1	NP_115828.2	Q96JJ6
CCDS9604.1	NP_005785.1	Q13268-1
CCDS9605.1	NP_066284.2	Q9BTZ2-1
CCDS9607.1	NP_006023.1	O95741-1
CCDS9608.1	NP_001341697.1	P54845-1
CCDS9608.1	NP_001341698.1	P54845-1
CCDS9608.1	NP_006168.1	P54845-1
CCDS9609.1	NP_004554.3	Q16822-1
CCDS9610.1	NP_001156956.1	Q8TEB1-1
CCDS9610.1	NP_079506.3	Q8TEB1-1
CCDS9611.1	NP_981947.1	A5D6W6-1
CCDS9612.1	NP_006254.1	Q06323-1
CCDS9613.1	NP_057133.2	Q9Y3B6
CCDS9614.1	NP_002809.2	Q9UL46
CCDS9615.1	NP_006075.3	Q00978
CCDS9616.1	NP_078934.3	Q8TEX9-1
CCDS9617.1	NP_006396.2	O15321-1
CCDS9618.1	NP_777604.2	Q6SA08-1
CCDS9619.1	NP_054888.2	Q9BY43-2
CCDS9620.1	NP_612485.2	Q86V88-1
CCDS9621.1	NP_006147.1	Q15843
CCDS9622.1	NP_000350.1	P22735-1
CCDS9623.1	NP_001129522.1	Q96LJ7
CCDS9623.1	NP_612461.1	Q96LJ7
CCDS9624.1	NP_777573.1	Q86U38-1
CCDS9625.2	NP_001158164.1	Q9NPC1-2
CCDS9625.2	NP_062813.2	Q9NPC1-2
CCDS9626.1	NP_001137391.1	Q15722
CCDS9626.1	NP_858043.1	Q15722
CCDS9627.1	NP_001185497.1	Q8NFM4-1
CCDS9627.1	NP_001185521.1	Q8NFM4-1
CCDS9627.1	NP_640340.2	Q8NFM4-1
CCDS9628.1	NP_006862.2	Q9Y572-1
CCDS9629.1	NP_004545.2	Q14934-1
CCDS9630.1	NP_001827.1	P23946-1
CCDS9631.1	NP_001902.1	P08311
CCDS9632.1	NP_219491.1	P20718-1
CCDS9633.1	NP_004122.2	P10144
CCDS9634.1	NP_001291405.1	Q8NFX7-1
CCDS9634.1	NP_001291406.1	Q8NFX7-1
CCDS9634.1	NP_001338870.1	Q8NFX7-1
CCDS9634.1	NP_001338871.1	Q8NFX7-1
CCDS9634.1	NP_001338872.1	Q8NFX7-1
CCDS9634.1	NP_054897.4	Q8NFX7-1
CCDS9635.1	NP_006482.1	P51513-2
CCDS9636.1	NP_005240.3	P55316
CCDS9637.1	NP_002733.2	Q15139
CCDS9638.1	NP_060239.2	Q7L622
CCDS9639.1	NP_057190.2	Q8WVM8-1
CCDS9640.1	NP_001128530.1	O43405-1
CCDS9640.1	NP_004077.1	O43405-1
CCDS9641.1	NP_055389.3	Q13033-2
CCDS9642.1	NP_009008.2	Q9Y587-2
CCDS9643.1	NP_542395.1	Q96FN9
CCDS9644.1	NP_004265.3	Q13023-1
CCDS9645.1	NP_071406.1	Q8IXF0-4
CCDS9646.1	NP_071356.1	Q9H6Z9
CCDS9647.2	NP_612145.2	Q969W0
CCDS9648.1	NP_067072.3	Q9UNH7-2
CCDS9649.1	NP_619579.1	Q9Y281-1
CCDS9650.1	NP_068733.1	Q9Y281-1
CCDS9651.1	NP_038476.2	Q9NRL2-1
CCDS9652.1	NP_003127.1	P61011-1
CCDS9653.2	NP_775878.2	Q8N128-2
CCDS9654.1	NP_060387.2	Q969Q6-1
CCDS9655.1	NP_002782.1	P60900-1
CCDS9656.1	NP_065390.1	P25963
CCDS9657.1	NP_115983.3	Q96T92
CCDS9658.1	NP_057670.2	Q9NS73-1
CCDS9659.1	NP_003308.1	P43699-1
CCDS9660.1	NP_055175.2	O15522
CCDS9662.1	NP_006185.1	P55771
CCDS9663.1	NP_085134.1	Q9BQT8-1
CCDS9664.1	NP_001182225.1	Q8TD10-1
CCDS9664.1	NP_001182226.1	Q8TD10-1
CCDS9664.1	NP_620059.1	Q8TD10-1
CCDS9665.1	NP_004487.2	P55317-1
CCDS9666.1	NP_001040.1	P30872
CCDS9667.1	NP_778230.1	Q86T13
CCDS9668.1	NP_006355.2	Q15436-1
CCDS9669.1	NP_003607.1	O14893-1
CCDS9670.1	NP_803235.1	Q86SZ2-2
CCDS9671.1	NP_002678.2	Q9H307
CCDS9672.1	NP_473365.3	Q96PC5-2
CCDS9673.1	NP_976229.1	O15320-10
CCDS9674.1	NP_005921.2	O15320-1
CCDS9675.1	NP_976230.1	O15320-2
CCDS9676.1	NP_001341066.1	O15320-3
CCDS9676.1	NP_001341067.1	O15320-3
CCDS9676.1	NP_976231.1	O15320-3
CCDS9677.1	NP_976046.1	Q7Z6M2
CCDS9678.1	NP_001333102.1	Q96NI6
CCDS9678.1	NP_689660.2	Q96NI6
CCDS9679.1	NP_115511.3	Q5H9T9
CCDS9680.1	NP_060128.2	Q9NXS3-1
CCDS9681.1	NP_055906.2	Q9Y4F4-1
CCDS9682.2	NP_060392.3	Q86UA1-1
CCDS9683.1	NP_002004.1	Q00688
CCDS9684.1	NP_060823.3	Q6P0N0-1
CCDS9685.1	NP_001023.1	P62273-1
CCDS9686.1	NP_689542.2	Q96L50-1
CCDS9687.1	NP_982292.1	Q96L50-2
CCDS9689.1	NP_000992.1	Q969Q0
CCDS9690.1	NP_002399.1	Q10469
CCDS9691.2	NP_060609.2	Q9NVR5-1
CCDS9692.1	NP_751943.1	Q8N7A1
CCDS9693.1	NP_055130.1	Q9Y2U9-1
CCDS9694.1	NP_004704.2	O60524-1
CCDS9695.1	NP_001654.1	P62330
CCDS9696.2	NP_078834.2	Q9H867-4
CCDS9697.1	NP_008870.2	Q07890-1
CCDS9698.1	NP_079160.1	Q9H9P8-1
CCDS9699.1	NP_004187.2	Q00532-1
CCDS9700.1	NP_056999.2	Q8WXF7-1
CCDS9701.1	NP_068590.1	Q9H4B6
CCDS9702.1	NP_861535.1	Q7Z5M8-2
CCDS9703.1	NP_055978.4	Q9C026-1
CCDS9704.1	NP_001035946.1	Q96NE9-2
CCDS9704.1	NP_689543.1	Q96NE9-2
CCDS9705.1	NP_057123.1	Q9Y224
CCDS9706.1	NP_031387.3	Q14112-1
CCDS9707.1	NP_000944.1	Q13258-1
CCDS9708.1	NP_000947.2	P43116
CCDS9709.1	NP_055399.1	Q96HE7
CCDS9711.1	NP_001124173.1	Q8WUJ0
CCDS9711.1	NP_660294.1	Q8WUJ0
CCDS9712.1	NP_932332.1	Q96EK6
CCDS9713.1	NP_006823.1	Q96AC1-1
CCDS9714.1	NP_085140.2	Q8NEL9-2
CCDS9715.1	NP_001193.2	P12644
CCDS9715.1	NP_001334843.1	P12644
CCDS9715.1	NP_001334845.1	P12644
CCDS9715.1	NP_570911.2	P12644
CCDS9716.1	NP_005183.2	Q16667-1
CCDS9717.1	NP_005767.1	O95406
CCDS9718.1	NP_004115.1	P60983
CCDS9719.1	NP_006559.1	Q99675
CCDS9720.1	NP_000152.1	P30793-1
CCDS9720.1	NP_001019195.1	P30793-1
CCDS9721.1	NP_009017.1	O75717-1
CCDS9722.1	NP_543143.1	Q8WXH5
CCDS9722.1	NP_955453.1	Q8WXH5
CCDS9723.1	NP_055565.3	Q15398-2
CCDS9724.1	NP_950248.1	Q6SJ96
CCDS9726.1	NP_067078.1	Q9HAT8
CCDS9727.2	NP_060269.3	Q9NX78-1
CCDS9728.1	NP_001257454.1	P32243-2
CCDS9728.1	NP_068374.1	P32243-2
CCDS9729.1	NP_060699.3	Q9H0R1-1
CCDS9730.1	NP_060638.2	Q9NVL8
CCDS9731.1	NP_002779.1	P25788-1
CCDS9732.1	NP_002883.3	P29374-1
CCDS9733.1	NP_075377.2	P29374-3
CCDS9734.1	NP_997260.1	Q6UXN7
CCDS9735.1	NP_001291414.1	Q9Y5J7
CCDS9735.1	NP_001291415.1	Q9Y5J7
CCDS9735.1	NP_001291416.1	Q9Y5J7
CCDS9735.1	NP_036592.1	Q9Y5J7
CCDS9736.1	NP_057735.2	Q9NYF0-1
CCDS9737.1	NP_055807.1	Q9Y4D1-1
CCDS9738.1	NP_072093.2	Q8IZ08
CCDS9739.1	NP_653182.1	Q96EM0
CCDS9740.1	NP_066959.1	Q16799-1
CCDS9741.1	NP_996734.1	Q16799-3
CCDS9743.1	NP_057113.1	Q9Y394-1
CCDS9744.1	NP_066283.1	P35813-1
CCDS9745.1	NP_808820.1	P35813-2
CCDS9746.1	NP_777638.2	Q8N1H7
CCDS9747.1	NP_031400.2	O95475
CCDS9748.1	NP_005973.1	Q15475
CCDS9749.2	NP_059116.3	Q9UIU6
CCDS9750.1	NP_002422.1	P51948-1
CCDS9751.1	NP_722518.2	Q8IZM9-1
CCDS9752.1	NP_006246.2	P24723-1
CCDS9753.1	NP_001521.1	Q16665-1
CCDS9754.1	NP_851397.1	Q16665-2
CCDS9755.1	NP_003073.1	Q16533
CCDS9756.1	NP_647479.2	Q8NCM2-1
CCDS9757.1	NP_065714.1	Q9H4E5-1
CCDS9758.1	NP_001269108.1	Q16537-1
CCDS9758.1	NP_006237.1	Q16537-1
CCDS9759.1	NP_001008726.1	Q96FK6
CCDS9759.1	NP_001245201.1	Q96FK6
CCDS9759.1	NP_542397.1	Q96FK6
CCDS9760.1	NP_110418.1	Q9BX95
CCDS9761.2	NP_878918.2	Q8WXH0-2
CCDS9762.1	NP_001428.1	Q92731-1
CCDS9763.1	NP_005947.3	P11586
CCDS9764.1	NP_004848.3	P24588
CCDS9765.1	NP_001291436.1	P24278
CCDS9765.1	NP_001341613.1	P24278
CCDS9765.1	NP_001341614.1	P24278
CCDS9765.1	NP_001341615.1	P24278
CCDS9765.1	NP_001341616.1	P24278
CCDS9765.1	NP_008908.2	P24278
CCDS9766.1	NP_068814.2	P54652
CCDS9767.1	NP_758953.1	Q96LQ0
CCDS9768.1	NP_941959.1	P59190-2
CCDS9769.1	NP_002019.1	P49356-1
CCDS9770.1	NP_932061.1	P61244-6
CCDS9771.1	NP_002373.3	P61244
CCDS9772.1	NP_660087.1	P61244-2
CCDS9774.1	NP_660089.1	P61244-5
CCDS9775.1	NP_835368.1	Q9BYC5-1
CCDS9775.1	NP_835369.1	Q9BYC5-1
CCDS9776.2	NP_004471.4	Q9BYC5-3
CCDS9777.1	NP_065857.1	Q9NQX3-2
CCDS9778.1	NP_775797.2	Q8N9W8-1
CCDS9779.1	NP_071919.2	Q8N3R9-1
CCDS9780.1	NP_057078.1	Q9Y5K8
CCDS9781.1	NP_004085.1	P05198
CCDS9782.1	NP_057529.1	Q9NYT0
CCDS9783.1	NP_001335471.1	Q8NBD8
CCDS9783.1	NP_001335472.1	Q8NBD8
CCDS9783.1	NP_001335473.1	Q8NBD8
CCDS9783.1	NP_001335475.1	Q8NBD8
CCDS9783.1	NP_001335476.1	Q8NBD8
CCDS9783.1	NP_001335477.1	Q8NBD8
CCDS9783.1	NP_001335478.1	Q8NBD8
CCDS9783.1	NP_872332.1	Q8NBD8
CCDS9784.1	NP_004560.1	Q14442
CCDS9785.1	NP_001163.1	P78540
CCDS9786.1	NP_006361.1	Q9UEU0-1
CCDS9787.1	NP_689656.2	Q96NR8
CCDS9788.1	NP_056161.2	Q68DK2-1
CCDS9789.1	NP_598193.2	O15315-3
CCDS9790.1	NP_598194.1	O15315-2
CCDS9791.1	NP_001231627.1	Q07352
CCDS9791.1	NP_004917.2	Q07352
CCDS9792.1	NP_001093.1	P12814-1
CCDS9793.1	NP_060669.1	Q9NVH0-2
CCDS9794.1	NP_004441.1	P84090
CCDS9795.1	NP_060845.2	Q9NUM3-1
CCDS9796.1	NP_055549.1	Q92537
CCDS9797.1	NP_003040.1	Q14973
CCDS9798.1	NP_071420.1	Q9H4F8-1
CCDS9799.1	NP_150287.1	P57103-7
CCDS9800.1	NP_891977.1	P57103-2
CCDS9802.1	NP_057552.1	Q9P0S2
CCDS9803.1	NP_060843.2	P57105
CCDS9804.1	NP_003804.2	Q9UKJ8
CCDS9805.1	NP_005457.2	O75586-1
CCDS9806.1	NP_055797.2	Q96RV3-1
CCDS9807.1	NP_001341214.1	O43166-1
CCDS9807.1	NP_056371.1	O43166-1
CCDS9808.1	NP_004287.3	P49758-4
CCDS9809.1	NP_056419.2	Q8WV16-1
CCDS9810.1	NP_851937.1	Q8WV16-4
CCDS9811.1	NP_067083.1	Q9HBF4-1
CCDS9812.1	NP_000012.1	P49768-1
CCDS9813.1	NP_015557.2	P49768-2
CCDS9814.1	NP_003735.3	P49757-3
CCDS9815.2	NP_001207413.1	Q86WZ0
CCDS9815.2	NP_976054.2	Q86WZ0
CCDS9816.1	NP_006812.3	P49753-1
CCDS9817.1	NP_689544.3	Q8N9L9
CCDS9818.1	NP_006020.4	Q8ND90
CCDS9819.1	NP_001036783.1	Q6PJG2
CCDS9819.1	NP_919254.2	Q6PJG2
CCDS9820.1	NP_001139626.1	Q8N8N7-1
CCDS9820.1	NP_001139627.1	Q8N8N7-1
CCDS9820.1	NP_689657.1	Q8N8N7-1
CCDS9821.1	NP_067011.1	Q86VK4-1
CCDS9822.2	NP_689658.2	Q96MY7-2
CCDS9823.1	NP_872282.1	Q9Y2Z9-1
CCDS9824.2	NP_872286.2	Q9Y2Z9-3
CCDS9825.1	NP_001240.1	O75356
CCDS9825.1	NP_001308914.1	O75356
CCDS9825.1	NP_001308915.1	O75356
CCDS9825.1	NP_001308916.1	O75356
CCDS9825.1	NP_001308917.1	O75356
CCDS9826.1	NP_005580.1	Q02252-1
CCDS9827.1	NP_878314.1	P58304
