Study,Cancer.Types,scale,Sample.Names,Accuracy,SBS1
PCAWG-WGS,CNS-Medullo,genome,SP107549,0.946,118
PCAWG-WGS,CNS-Medullo,genome,SP78814,0.93,188
PCAWG-WGS,CNS-Medullo,genome,SP107357,0.972,812
PCAWG-WGS,CNS-Medullo,genome,SP78919,0.929,165
PCAWG-WGS,CNS-Medullo,genome,SP107453,0.943,139
PCAWG-WGS,CNS-Medullo,genome,SP78719,0.885,35
PCAWG-WGS,CNS-Medullo,genome,SP78662,0.942,132
PCAWG-WGS,CNS-Medullo,genome,SP107457,0.942,160
PCAWG-WGS,CNS-Medullo,genome,SP107404,0.974,682
PCAWG-WGS,CNS-Medullo,genome,SP78714,0.926,144
PCAWG-WGS,CNS-Medullo,genome,SP107454,0.963,199
PCAWG-WGS,CNS-Medullo,genome,SP107359,0.982,973
PCAWG-WGS,CNS-Medullo,genome,SP78664,0.926,145
PCAWG-WGS,CNS-Medullo,genome,SP78931,0.96,119
PCAWG-WGS,CNS-Medullo,genome,SP78815,0.893,69
PCAWG-WGS,CNS-Medullo,genome,SP107466,0.977,447
PCAWG-WGS,CNS-Medullo,genome,SP78901,0.962,205
PCAWG-WGS,CNS-Medullo,genome,SP107384,0.936,980
PCAWG-WGS,CNS-Medullo,genome,SP107467,0.924,133
PCAWG-WGS,CNS-Medullo,genome,SP78680,0.929,76
PCAWG-WGS,CNS-Medullo,genome,SP78672,0.916,109
PCAWG-WGS,CNS-Medullo,genome,SP107365,0.971,358
PCAWG-WGS,CNS-Medullo,genome,SP78660,0.905,84
PCAWG-WGS,CNS-Medullo,genome,SP78659,0.955,218
PCAWG-WGS,CNS-Medullo,genome,SP107449,0.937,171
PCAWG-WGS,CNS-Medullo,genome,SP78813,0.946,243
PCAWG-WGS,CNS-Medullo,genome,SP78953,0.888,49
PCAWG-WGS,CNS-Medullo,genome,SP78804,0.951,381
PCAWG-WGS,CNS-Medullo,genome,SP107460,0.943,289
PCAWG-WGS,CNS-Medullo,genome,SP107548,0.953,178
PCAWG-WGS,CNS-Medullo,genome,SP78730,0.97,340
PCAWG-WGS,CNS-Medullo,genome,SP78727,0.964,175
PCAWG-WGS,CNS-Medullo,genome,SP78822,0.965,373
PCAWG-WGS,CNS-Medullo,genome,SP78818,0.935,110
PCAWG-WGS,CNS-Medullo,genome,SP78923,0.912,105
PCAWG-WGS,CNS-Medullo,genome,SP107405,0.962,1025
PCAWG-WGS,CNS-Medullo,genome,SP107437,0.959,663
PCAWG-WGS,CNS-Medullo,genome,SP78675,0.939,185
PCAWG-WGS,CNS-Medullo,genome,SP107371,0.977,730
PCAWG-WGS,CNS-Medullo,genome,SP107556,0.965,375
PCAWG-WGS,CNS-Medullo,genome,SP78807,0.964,210
PCAWG-WGS,CNS-Medullo,genome,SP78945,0.936,108
PCAWG-WGS,CNS-Medullo,genome,SP107480,0.952,134
PCAWG-WGS,CNS-Medullo,genome,SP107448,0.964,225
PCAWG-WGS,CNS-Medullo,genome,SP107436,0.942,200
PCAWG-WGS,CNS-Medullo,genome,SP79150,0.957,135
PCAWG-WGS,CNS-Medullo,genome,SP107546,0.98,307
PCAWG-WGS,CNS-Medullo,genome,SP107459,0.965,301
PCAWG-WGS,CNS-Medullo,genome,SP78823,0.969,133
PCAWG-WGS,CNS-Medullo,genome,SP78666,0.973,398
PCAWG-WGS,CNS-Medullo,genome,SP78721,0.958,121
PCAWG-WGS,CNS-Medullo,genome,SP78665,0.926,128
PCAWG-WGS,CNS-Medullo,genome,SP78935,0.929,175
PCAWG-WGS,CNS-Medullo,genome,SP107458,0.938,404
PCAWG-WGS,CNS-Medullo,genome,SP79160,0.967,119
PCAWG-WGS,CNS-Medullo,genome,SP107479,0.947,133
PCAWG-WGS,CNS-Medullo,genome,SP107377,0.977,1002
PCAWG-WGS,CNS-Medullo,genome,SP78937,0.941,296
PCAWG-WGS,CNS-Medullo,genome,SP107444,0.908,68
PCAWG-WGS,CNS-Medullo,genome,SP79144,0.968,283
PCAWG-WGS,CNS-Medullo,genome,SP107469,0.903,50
PCAWG-WGS,CNS-Medullo,genome,SP107373,0.969,709
PCAWG-WGS,CNS-Medullo,genome,SP107406,0.958,615
PCAWG-WGS,CNS-Medullo,genome,SP107369,0.964,625
PCAWG-WGS,CNS-Medullo,genome,SP107403,0.973,1513
PCAWG-WGS,CNS-Medullo,genome,SP107363,0.966,639
PCAWG-WGS,CNS-Medullo,genome,SP78955,0.962,164
PCAWG-WGS,CNS-Medullo,genome,SP78711,0.832,22
PCAWG-WGS,CNS-Medullo,genome,SP78677,0.969,170
PCAWG-WGS,CNS-Medullo,genome,SP78805,0.945,150
PCAWG-WGS,CNS-Medullo,genome,SP107461,0.952,137
PCAWG-WGS,CNS-Medullo,genome,SP107472,0.919,192
PCAWG-WGS,CNS-Medullo,genome,SP107356,0.983,870
PCAWG-WGS,CNS-Medullo,genome,SP78825,0.937,133
PCAWG-WGS,CNS-Medullo,genome,SP107468,0.946,161
PCAWG-WGS,CNS-Medullo,genome,SP78851,0.971,556
PCAWG-WGS,CNS-Medullo,genome,SP78726,0.958,160
PCAWG-WGS,CNS-Medullo,genome,SP107379,0.977,1184
PCAWG-WGS,CNS-Medullo,genome,SP107474,0.91,105
PCAWG-WGS,CNS-Medullo,genome,SP107438,0.923,150
PCAWG-WGS,CNS-Medullo,genome,SP107478,0.944,159
PCAWG-WGS,CNS-Medullo,genome,SP78716,0.977,754
PCAWG-WGS,CNS-Medullo,genome,SP78676,0.98,321
PCAWG-WGS,CNS-Medullo,genome,SP107443,0.889,58
PCAWG-WGS,CNS-Medullo,genome,SP107361,0.983,1276
PCAWG-WGS,CNS-Medullo,genome,SP107464,0.968,668
PCAWG-WGS,CNS-Medullo,genome,SP78717,0.969,157
PCAWG-WGS,CNS-Medullo,genome,SP78671,0.959,281
PCAWG-WGS,CNS-Medullo,genome,SP78817,0.916,91
PCAWG-WGS,CNS-Medullo,genome,SP107381,0.977,568
PCAWG-WGS,CNS-Medullo,genome,SP107463,0.979,755
PCAWG-WGS,CNS-Medullo,genome,SP107477,0.948,202
PCAWG-WGS,CNS-Medullo,genome,SP78661,0.978,361
PCAWG-WGS,CNS-Medullo,genome,SP78939,0.959,156
PCAWG-WGS,CNS-Medullo,genome,SP78674,0.971,337
PCAWG-WGS,CNS-Medullo,genome,SP107553,0.936,67
PCAWG-WGS,CNS-Medullo,genome,SP107555,0.906,128
PCAWG-WGS,CNS-Medullo,genome,SP107446,0.919,94
PCAWG-WGS,CNS-Medullo,genome,SP78713,0.956,524
PCAWG-WGS,CNS-Medullo,genome,SP78720,0.898,93
PCAWG-WGS,CNS-Medullo,genome,SP78947,0.961,189
PCAWG-WGS,CNS-Medullo,genome,SP78875,0.949,109
PCAWG-WGS,CNS-Medullo,genome,SP107554,0.955,266
PCAWG-WGS,CNS-Medullo,genome,SP107407,0.972,1178
PCAWG-WGS,CNS-Medullo,genome,SP78820,0.945,199
PCAWG-WGS,CNS-Medullo,genome,SP78668,0.944,114
PCAWG-WGS,CNS-Medullo,genome,SP107547,0.932,78
PCAWG-WGS,CNS-Medullo,genome,SP79148,0.976,269
PCAWG-WGS,CNS-Medullo,genome,SP107386,0.98,672
PCAWG-WGS,CNS-Medullo,genome,SP78921,0.91,141
PCAWG-WGS,CNS-Medullo,genome,SP107545,0.962,167
PCAWG-WGS,CNS-Medullo,genome,SP107440,0.967,251
PCAWG-WGS,CNS-Medullo,genome,SP79066,0.963,67
PCAWG-WGS,CNS-Medullo,genome,SP107473,0.898,204
PCAWG-WGS,CNS-Medullo,genome,SP107362,0.977,901
PCAWG-WGS,CNS-Medullo,genome,SP78722,0.871,25
PCAWG-WGS,CNS-Medullo,genome,SP78729,0.898,130
PCAWG-WGS,CNS-Medullo,genome,SP107441,0.951,184
PCAWG-WGS,CNS-Medullo,genome,SP78873,0.951,105
PCAWG-WGS,CNS-Oligo,genome,SP47708,0.966,507
PCAWG-WGS,CNS-Oligo,genome,SP47990,0.961,398
PCAWG-WGS,CNS-Oligo,genome,SP48414,0.963,467
PCAWG-WGS,CNS-Oligo,genome,SP48135,0.983,1921
PCAWG-WGS,CNS-Oligo,genome,SP47652,0.971,445
PCAWG-WGS,CNS-Oligo,genome,SP48888,0.929,275
PCAWG-WGS,CNS-Oligo,genome,SP48426,0.952,113
PCAWG-WGS,CNS-Oligo,genome,SP48480,0.94,687
PCAWG-WGS,CNS-Oligo,genome,SP48263,0.96,341
PCAWG-WGS,CNS-Oligo,genome,SP47628,0.92,179
PCAWG-WGS,CNS-Oligo,genome,SP47808,0.961,614
PCAWG-WGS,CNS-Oligo,genome,SP48850,0.964,457
PCAWG-WGS,CNS-Oligo,genome,SP48189,0.95,465
PCAWG-WGS,CNS-Oligo,genome,SP48073,0.972,524
PCAWG-WGS,CNS-Oligo,genome,SP48008,0.96,443
PCAWG-WGS,CNS-Oligo,genome,SP48504,0.962,449
PCAWG-WGS,CNS-Oligo,genome,SP48534,0.952,498
PCAWG-WGS,CNS-Oligo,genome,SP48010,0.942,297
PCAWG-WGS,CNS-PiloAstro,genome,SP79365,0.81,17
PCAWG-WGS,CNS-PiloAstro,genome,SP79237,0.912,62
PCAWG-WGS,CNS-PiloAstro,genome,SP79462,0.864,16
PCAWG-WGS,CNS-PiloAstro,genome,SP79201,0.914,47
PCAWG-WGS,CNS-PiloAstro,genome,SP79371,0.85,28
PCAWG-WGS,CNS-PiloAstro,genome,SP79439,0.857,22
PCAWG-WGS,CNS-PiloAstro,genome,SP79175,0.901,41
PCAWG-WGS,CNS-PiloAstro,genome,SP79354,0.906,35
PCAWG-WGS,CNS-PiloAstro,genome,SP79184,0.835,26
PCAWG-WGS,CNS-PiloAstro,genome,SP79312,0.94,62
PCAWG-WGS,CNS-PiloAstro,genome,SP79252,0.907,51
PCAWG-WGS,CNS-PiloAstro,genome,SP79294,0.95,110
PCAWG-WGS,CNS-PiloAstro,genome,SP79246,0.89,53
PCAWG-WGS,CNS-PiloAstro,genome,SP79458,0.901,39
PCAWG-WGS,CNS-PiloAstro,genome,SP79222,0.933,117
PCAWG-WGS,CNS-PiloAstro,genome,SP79178,0.884,30
PCAWG-WGS,CNS-PiloAstro,genome,SP79474,0.914,64
PCAWG-WGS,CNS-PiloAstro,genome,SP79387,0.916,45
PCAWG-WGS,CNS-PiloAstro,genome,SP79306,0.857,36
PCAWG-WGS,CNS-PiloAstro,genome,SP79270,0.81,17
PCAWG-WGS,CNS-PiloAstro,genome,SP79210,0.853,29
PCAWG-WGS,CNS-PiloAstro,genome,SP79427,0.926,49
PCAWG-WGS,CNS-PiloAstro,genome,SP79297,0.925,134
PCAWG-WGS,CNS-PiloAstro,genome,SP79368,0.866,27
PCAWG-WGS,CNS-PiloAstro,genome,SP79351,0.824,25
PCAWG-WGS,CNS-PiloAstro,genome,SP79300,0.884,40
PCAWG-WGS,CNS-PiloAstro,genome,SP79435,0.914,40
PCAWG-WGS,CNS-PiloAstro,genome,SP79288,0.899,44
PCAWG-WGS,CNS-PiloAstro,genome,SP79447,0.884,26
PCAWG-WGS,CNS-PiloAstro,genome,SP79403,0.749,14
PCAWG-WGS,CNS-PiloAstro,genome,SP79377,0.949,75
PCAWG-WGS,CNS-PiloAstro,genome,SP79327,0.673,8
PCAWG-WGS,CNS-PiloAstro,genome,SP79324,0.843,35
PCAWG-WGS,CNS-PiloAstro,genome,SP79359,0.796,16
PCAWG-WGS,CNS-PiloAstro,genome,SP79330,0.929,50
PCAWG-WGS,CNS-PiloAstro,genome,SP79391,0.953,119
PCAWG-WGS,CNS-PiloAstro,genome,SP79399,0.807,17
PCAWG-WGS,CNS-PiloAstro,genome,SP79243,0.767,15
PCAWG-WGS,CNS-PiloAstro,genome,SP79192,0.762,13
PCAWG-WGS,CNS-PiloAstro,genome,SP79395,0.936,92
PCAWG-WGS,CNS-PiloAstro,genome,SP79195,0.912,43
PCAWG-WGS,CNS-PiloAstro,genome,SP79318,0.915,47
PCAWG-WGS,CNS-PiloAstro,genome,SP79282,0.981,137
PCAWG-WGS,CNS-PiloAstro,genome,SP79261,0.843,34
PCAWG-WGS,CNS-PiloAstro,genome,SP79228,0.794,18
PCAWG-WGS,CNS-PiloAstro,genome,SP79431,0.902,48
PCAWG-WGS,CNS-PiloAstro,genome,SP79172,0.878,37
PCAWG-WGS,CNS-PiloAstro,genome,SP79234,0.919,62
PCAWG-WGS,CNS-PiloAstro,genome,SP79345,0.942,41
PCAWG-WGS,CNS-PiloAstro,genome,SP79342,0.906,47
PCAWG-WGS,CNS-PiloAstro,genome,SP79415,0.936,61
PCAWG-WGS,CNS-PiloAstro,genome,SP79407,0.94,67
PCAWG-WGS,CNS-PiloAstro,genome,SP79374,0.896,49
PCAWG-WGS,CNS-PiloAstro,genome,SP79291,0.824,37
PCAWG-WGS,CNS-PiloAstro,genome,SP79336,0.965,108
PCAWG-WGS,CNS-PiloAstro,genome,SP79380,0.949,124
PCAWG-WGS,CNS-PiloAstro,genome,SP79455,0.868,41
PCAWG-WGS,CNS-PiloAstro,genome,SP79181,0.909,40
PCAWG-WGS,CNS-PiloAstro,genome,SP79207,0.851,28
PCAWG-WGS,CNS-PiloAstro,genome,SP79190,0.951,80
PCAWG-WGS,CNS-PiloAstro,genome,SP79303,0.935,64
PCAWG-WGS,CNS-PiloAstro,genome,SP79258,0.902,57
PCAWG-WGS,CNS-PiloAstro,genome,SP79249,0.889,65
PCAWG-WGS,CNS-PiloAstro,genome,SP79321,0.845,25
PCAWG-WGS,CNS-PiloAstro,genome,SP79423,0.953,101
PCAWG-WGS,CNS-PiloAstro,genome,SP79219,0.931,57
PCAWG-WGS,CNS-PiloAstro,genome,SP79240,0.944,60
PCAWG-WGS,CNS-PiloAstro,genome,SP79255,0.858,40
PCAWG-WGS,CNS-PiloAstro,genome,SP79466,0.743,9
PCAWG-WGS,CNS-PiloAstro,genome,SP79357,0.846,27
PCAWG-WGS,CNS-PiloAstro,genome,SP79443,0.897,35
PCAWG-WGS,CNS-PiloAstro,genome,SP79285,0.941,105
PCAWG-WGS,CNS-PiloAstro,genome,SP79470,0.932,66
PCAWG-WGS,CNS-PiloAstro,genome,SP79309,0.888,31
PCAWG-WGS,CNS-PiloAstro,genome,SP79383,0.942,97
PCAWG-WGS,CNS-PiloAstro,genome,SP79187,0.94,107
PCAWG-WGS,CNS-PiloAstro,genome,SP79315,0.947,44
PCAWG-WGS,CNS-PiloAstro,genome,SP79264,0.908,49
PCAWG-WGS,CNS-PiloAstro,genome,SP79333,0.917,108
PCAWG-WGS,CNS-PiloAstro,genome,SP79204,0.959,49
PCAWG-WGS,CNS-PiloAstro,genome,SP79419,0.914,77
PCAWG-WGS,CNS-PiloAstro,genome,SP79198,0.917,72
PCAWG-WGS,CNS-PiloAstro,genome,SP79339,0.746,18
PCAWG-WGS,CNS-PiloAstro,genome,SP79411,0.887,36
PCAWG-WGS,CNS-PiloAstro,genome,SP79279,0.818,23
PCAWG-WGS,CNS-PiloAstro,genome,SP79451,0.857,34
PCAWG-WGS,CNS-PiloAstro,genome,SP79231,0.909,64
PCAWG-WGS,CNS-PiloAstro,genome,SP79225,0.852,24
PCAWG-WGS,CNS-PiloAstro,genome,SP79267,0.916,69
PCAWG-WGS,Cervix-AdenoCA,genome,SP109953,0.943,795
PCAWG-WGS,Cervix-AdenoCA,genome,SP107650,0.983,1026
PCAWG-WGS,Cervix-SCC,genome,SP13206,0.992,592
PCAWG-WGS,Cervix-SCC,genome,SP13078,0.994,522
PCAWG-WGS,Cervix-SCC,genome,SP107607,0.987,705
PCAWG-WGS,Cervix-SCC,genome,SP109941,0.964,298
PCAWG-WGS,Cervix-SCC,genome,SP109801,0.986,529
PCAWG-WGS,Cervix-SCC,genome,SP13072,0.994,669
PCAWG-WGS,Cervix-SCC,genome,SP107595,0.989,894
PCAWG-WGS,Cervix-SCC,genome,SP107640,0.994,634
PCAWG-WGS,Cervix-SCC,genome,SP13084,0.961,992
PCAWG-WGS,Cervix-SCC,genome,SP107603,0.992,548
PCAWG-WGS,Cervix-SCC,genome,SP109957,0.995,713
PCAWG-WGS,Cervix-SCC,genome,SP114020,0.994,704
PCAWG-WGS,Cervix-SCC,genome,SP96540,0.991,304
PCAWG-WGS,Cervix-SCC,genome,SP114032,0.983,918
PCAWG-WGS,Cervix-SCC,genome,SP107624,0.988,446
PCAWG-WGS,Cervix-SCC,genome,SP107575,0.98,816
PCAWG-WGS,Cervix-SCC,genome,SP13242,0.995,681
PCAWG-WGS,Cervix-SCC,genome,SP114016,0.994,590
PCAWG-WGS,ColoRect-AdenoCA,genome,SP18310,0.991,33221
PCAWG-WGS,ColoRect-AdenoCA,genome,SP17172,0.978,31717
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96133,0.969,13278
PCAWG-WGS,ColoRect-AdenoCA,genome,SP110242,0.964,14945
PCAWG-WGS,ColoRect-AdenoCA,genome,SP114330,0.987,2984
PCAWG-WGS,ColoRect-AdenoCA,genome,SP21017,0.973,7861
PCAWG-WGS,ColoRect-AdenoCA,genome,SP22383,0.922,12546
PCAWG-WGS,ColoRect-AdenoCA,genome,SP81312,0.993,27622
PCAWG-WGS,ColoRect-AdenoCA,genome,SP22031,0.998,4441
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96112,0.982,1703
PCAWG-WGS,ColoRect-AdenoCA,genome,SP19215,0.936,11321
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96120,0.961,2734
PCAWG-WGS,ColoRect-AdenoCA,genome,SP16886,0.998,2051
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96124,0.98,2343
PCAWG-WGS,ColoRect-AdenoCA,genome,SP19295,0.996,6240
PCAWG-WGS,ColoRect-AdenoCA,genome,SP19670,0.98,2335
PCAWG-WGS,ColoRect-AdenoCA,genome,SP17905,0.995,3924
PCAWG-WGS,ColoRect-AdenoCA,genome,SP16934,0.982,1975
PCAWG-WGS,ColoRect-AdenoCA,genome,SP20993,0.96,3327
PCAWG-WGS,ColoRect-AdenoCA,genome,SP19983,0.939,3681
PCAWG-WGS,ColoRect-AdenoCA,genome,SP18121,0.915,6255
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96122,0.973,2734
PCAWG-WGS,ColoRect-AdenoCA,genome,SP119755,0.979,2755
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96126,0.974,3573
PCAWG-WGS,ColoRect-AdenoCA,genome,SP19606,0.978,2694
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96118,0.983,5746
PCAWG-WGS,ColoRect-AdenoCA,genome,SP21528,0.98,3081
PCAWG-WGS,ColoRect-AdenoCA,genome,SP21400,0.988,28611
PCAWG-WGS,ColoRect-AdenoCA,genome,SP23078,0.947,2079
PCAWG-WGS,ColoRect-AdenoCA,genome,SP17430,0.978,2301
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96110,0.983,2157
PCAWG-WGS,ColoRect-AdenoCA,genome,SP18946,0.995,17610
PCAWG-WGS,ColoRect-AdenoCA,genome,SP21057,0.978,2772
PCAWG-WGS,ColoRect-AdenoCA,genome,SP22750,0.987,3297
PCAWG-WGS,ColoRect-AdenoCA,genome,SP19750,0.978,1531
PCAWG-WGS,ColoRect-AdenoCA,genome,SP17016,0.979,2267
PCAWG-WGS,ColoRect-AdenoCA,genome,SP16958,0.98,3938
PCAWG-WGS,ColoRect-AdenoCA,genome,SP17329,0.982,2212
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96116,0.982,2215
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96129,0.982,2543
PCAWG-WGS,ColoRect-AdenoCA,genome,SP21193,0.96,3045
PCAWG-WGS,ColoRect-AdenoCA,genome,SP18787,0.98,3923
PCAWG-WGS,ColoRect-AdenoCA,genome,SP96114,0.979,3755
PCAWG-WGS,ColoRect-AdenoCA,genome,SP19582,0.967,1829
PCAWG-WGS,ColoRect-AdenoCA,genome,SP17294,0.984,3467
PCAWG-WGS,ColoRect-AdenoCA,genome,SP80367,0.9,1757
PCAWG-WGS,ColoRect-AdenoCA,genome,SP82087,0.971,3396
PCAWG-WGS,ColoRect-AdenoCA,genome,SP80615,0.997,948
PCAWG-WGS,ColoRect-AdenoCA,genome,SP80271,0.982,2301
PCAWG-WGS,ColoRect-AdenoCA,genome,SP81172,0.96,2145
PCAWG-WGS,ColoRect-AdenoCA,genome,SP81840,0.974,2473
PCAWG-WGS,ColoRect-AdenoCA,genome,SP80657,0.985,2579
PCAWG-WGS,ColoRect-AdenoCA,genome,SP81494,0.94,2920
PCAWG-WGS,ColoRect-AdenoCA,genome,SP81711,0.972,3671
PCAWG-WGS,ColoRect-AdenoCA,genome,SP80423,0.986,2489
PCAWG-WGS,ColoRect-AdenoCA,genome,SP80754,0.951,2239
PCAWG-WGS,ColoRect-AdenoCA,genome,SP81440,0.986,1764
PCAWG-WGS,ColoRect-AdenoCA,genome,SP80950,0.982,1715
PCAWG-WGS,ColoRect-AdenoCA,genome,SP82103,0.976,2511
PCAWG-WGS,ColoRect-AdenoCA,genome,SP81137,0.913,2401
PCAWG-WGS,Eso-AdenoCA,genome,SP111062,0.98,1735
PCAWG-WGS,Eso-AdenoCA,genome,SP111006,0.973,2018
PCAWG-WGS,Eso-AdenoCA,genome,SP110846,0.971,837
PCAWG-WGS,Eso-AdenoCA,genome,SP111086,0.987,1802
PCAWG-WGS,Eso-AdenoCA,genome,SP111096,0.988,1445
PCAWG-WGS,Eso-AdenoCA,genome,SP111021,0.809,17
PCAWG-WGS,Eso-AdenoCA,genome,SP111058,0.997,777
PCAWG-WGS,Eso-AdenoCA,genome,SP111092,0.988,1328
PCAWG-WGS,Eso-AdenoCA,genome,SP111076,0.97,1404
PCAWG-WGS,Eso-AdenoCA,genome,SP111098,0.982,1313
PCAWG-WGS,Eso-AdenoCA,genome,SP111039,0.971,1079
PCAWG-WGS,Eso-AdenoCA,genome,SP111052,0.976,503
PCAWG-WGS,Eso-AdenoCA,genome,SP111166,0.994,2229
PCAWG-WGS,Eso-AdenoCA,genome,SP111014,0.984,839
PCAWG-WGS,Eso-AdenoCA,genome,SP111066,0.986,489
PCAWG-WGS,Eso-AdenoCA,genome,SP111094,0.986,3200
PCAWG-WGS,Eso-AdenoCA,genome,SP111015,0.988,873
PCAWG-WGS,Eso-AdenoCA,genome,SP110853,0.993,1857
PCAWG-WGS,Eso-AdenoCA,genome,SP111051,0.975,628
PCAWG-WGS,Eso-AdenoCA,genome,SP110855,0.99,1703
PCAWG-WGS,Eso-AdenoCA,genome,SP111004,0.971,2636
PCAWG-WGS,Eso-AdenoCA,genome,SP111078,0.982,1050
PCAWG-WGS,Eso-AdenoCA,genome,SP110863,0.991,1645
PCAWG-WGS,Eso-AdenoCA,genome,SP111013,0.987,1283
PCAWG-WGS,Eso-AdenoCA,genome,SP111042,0.967,384
PCAWG-WGS,Eso-AdenoCA,genome,SP111040,0.976,747
PCAWG-WGS,Eso-AdenoCA,genome,SP111031,0.991,1894
PCAWG-WGS,Eso-AdenoCA,genome,SP23496,0.988,1223
PCAWG-WGS,Eso-AdenoCA,genome,SP111030,0.992,1224
PCAWG-WGS,Eso-AdenoCA,genome,SP111019,0.993,1183
PCAWG-WGS,Eso-AdenoCA,genome,SP111026,0.997,1588
PCAWG-WGS,Eso-AdenoCA,genome,SP110860,0.993,1793
PCAWG-WGS,Eso-AdenoCA,genome,SP110851,0.975,2043
PCAWG-WGS,Eso-AdenoCA,genome,SP111059,0.992,1960
PCAWG-WGS,Eso-AdenoCA,genome,SP111170,0.981,1616
PCAWG-WGS,Eso-AdenoCA,genome,SP111054,0.989,1405
PCAWG-WGS,Eso-AdenoCA,genome,SP111033,0.986,1354
PCAWG-WGS,Eso-AdenoCA,genome,SP111113,0.992,617
PCAWG-WGS,Eso-AdenoCA,genome,SP110865,0.992,1678
PCAWG-WGS,Eso-AdenoCA,genome,SP111061,0.983,2030
PCAWG-WGS,Eso-AdenoCA,genome,SP111101,0.977,3191
PCAWG-WGS,Eso-AdenoCA,genome,SP110859,0.988,2031
PCAWG-WGS,Eso-AdenoCA,genome,SP111168,0.977,577
PCAWG-WGS,Eso-AdenoCA,genome,SP111067,0.988,665
PCAWG-WGS,Eso-AdenoCA,genome,SP111036,0.975,1373
PCAWG-WGS,Eso-AdenoCA,genome,SP111116,0.984,2616
PCAWG-WGS,Eso-AdenoCA,genome,SP111099,0.987,2095
PCAWG-WGS,Eso-AdenoCA,genome,SP23502,0.987,2164
PCAWG-WGS,Eso-AdenoCA,genome,SP111069,0.981,2371
PCAWG-WGS,Eso-AdenoCA,genome,SP111043,0.991,2163
PCAWG-WGS,Eso-AdenoCA,genome,SP111024,0.989,1413
PCAWG-WGS,Eso-AdenoCA,genome,SP111011,0.991,1099
PCAWG-WGS,Eso-AdenoCA,genome,SP111082,0.99,1044
PCAWG-WGS,Eso-AdenoCA,genome,SP111074,0.997,1060
PCAWG-WGS,Eso-AdenoCA,genome,SP110845,0.983,1886
PCAWG-WGS,Eso-AdenoCA,genome,SP110857,0.98,1747
PCAWG-WGS,Eso-AdenoCA,genome,SP111017,0.993,1842
PCAWG-WGS,Eso-AdenoCA,genome,SP111080,0.98,1226
PCAWG-WGS,Eso-AdenoCA,genome,SP23506,0.975,769
PCAWG-WGS,Eso-AdenoCA,genome,SP111075,0.984,1926
PCAWG-WGS,Eso-AdenoCA,genome,SP111112,0.988,1465
PCAWG-WGS,Eso-AdenoCA,genome,SP111001,0.993,4219
PCAWG-WGS,Eso-AdenoCA,genome,SP111027,0.978,1003
PCAWG-WGS,Eso-AdenoCA,genome,SP111117,0.985,3032
PCAWG-WGS,Eso-AdenoCA,genome,SP110842,0.982,2691
PCAWG-WGS,Eso-AdenoCA,genome,SP111173,0.993,437
PCAWG-WGS,Eso-AdenoCA,genome,SP111008,0.979,1560
PCAWG-WGS,Eso-AdenoCA,genome,SP111070,0.974,2362
PCAWG-WGS,Eso-AdenoCA,genome,SP110847,0.969,3414
PCAWG-WGS,Eso-AdenoCA,genome,SP111077,0.991,3125
PCAWG-WGS,Eso-AdenoCA,genome,SP111091,0.985,1352
PCAWG-WGS,Eso-AdenoCA,genome,SP111072,0.972,1546
PCAWG-WGS,Eso-AdenoCA,genome,SP111084,0.964,1142
PCAWG-WGS,Eso-AdenoCA,genome,SP23504,0.99,1354
PCAWG-WGS,Eso-AdenoCA,genome,SP23500,0.995,1155
PCAWG-WGS,Eso-AdenoCA,genome,SP111029,0.982,622
PCAWG-WGS,Eso-AdenoCA,genome,SP111175,0.992,3056
PCAWG-WGS,Eso-AdenoCA,genome,SP111049,0.989,3322
PCAWG-WGS,Eso-AdenoCA,genome,SP23498,0.987,2487
PCAWG-WGS,Eso-AdenoCA,genome,SP111002,0.988,748
PCAWG-WGS,Eso-AdenoCA,genome,SP110866,0.987,1593
PCAWG-WGS,Eso-AdenoCA,genome,SP111035,0.973,1360
PCAWG-WGS,Eso-AdenoCA,genome,SP111009,0.993,1203
PCAWG-WGS,Eso-AdenoCA,genome,SP111114,0.991,3667
PCAWG-WGS,Eso-AdenoCA,genome,SP111000,0.993,1435
PCAWG-WGS,Eso-AdenoCA,genome,SP111045,0.942,2311
PCAWG-WGS,Eso-AdenoCA,genome,SP110861,0.978,1369
PCAWG-WGS,Eso-AdenoCA,genome,SP111047,0.986,3630
PCAWG-WGS,Eso-AdenoCA,genome,SP111088,0.991,1961
PCAWG-WGS,Eso-AdenoCA,genome,SP111056,0.985,1835
PCAWG-WGS,Eso-AdenoCA,genome,SP111089,0.986,1435
PCAWG-WGS,Eso-AdenoCA,genome,SP111038,0.984,1995
PCAWG-WGS,Eso-AdenoCA,genome,SP110849,0.988,1598
PCAWG-WGS,Eso-AdenoCA,genome,SP111164,0.99,2557
